INCOME_TYPE,EDUCATION_,CUSTOMER_CATEGORY_,income,DEPENDANT_NUMBER,IS_EMPL,COUNT_ACTIVE_CREDIT_NO_CC,CNT_MNTH_FROM_LAST_PMNT,age,experience,inquiry_14_day,inquiry_21_day,count_mnth_act_passport,UID
2NDFL,elementary,,21321,0,0,2,-0.075672043,23.254794521,1.7780821918,1,1,2.6794520548,87914
2NDFL,elementary,,20619,0,0,,,23.865753425,3.0602739726,,,3.8219178082,87977
2NDFL,elementary,,32243,0,0,0,13.729793907,24.325136612,2.2004790778,0,0,4.2896174863,87998
2NDFL,advanced,,17949,0,0,0,,23.131821244,0.8469945355,0,0,2.9674376825,88000
2NDFL,advanced,,19250,0,0,,,23.282356464,1.3782468748,,,0.7267759563,88004
OTHER,elementary,,80000,0,0,,,24.104109589,1.031274796,,,3.9726027397,88005
OTHER,advanced,Corporate,14441,0,1,,,23.22739726,0.6404596152,,,3.1506849315,88015
OTHER,beginner,,32000,0,0,1,0.596281362,24.144868628,1.6626768471,0,0,4.0819672131,88016
2NDFL,elementary,,51252,0,0,1,0.6937051971,24.658469945,2.0391646081,0,0,4.5273224044,88020
2NDFL,advanced,,28401,0,0,3,0.7322132616,23.150849614,3.304274272,0,0,2.2713975597,88044
OTHER,advanced,,14960,0,0,,,23.128767123,1.904109589,,,0.8013474062,88069
OTHER,elementary,Corporate,18989,0,1,2,1.0774193548,24.379781421,0.5273224044,1,1,4.2732240437,88079
OTHER,elementary,Corporate,25016,0,1,0,,23.806010929,1.031604162,0,0,3.7158469945,88090
OTHER,elementary,Corporate,28487,0,0,,,23.054794521,0.777767797,,,0.2520547945,88093
OTHER,advanced,Corporate,17800,0,0,,,23.824657534,0.1913242009,,,3.6219178082,88102
OTHER,advanced,Corporate,22004,0,1,0,21.953091398,24.254098361,0.4699453552,0,0,4.193989071,88112
2NDFL,advanced,,37201,0,0,1,0.569578853,24.41369863,2.8383561644,1,1,4.104109589,88115
2NDFL,elementary,,15104,0,0,,,24.082191781,5.8273972603,,,3.8547945205,88118
2NDFL,advanced,,12281,0,0,1,1.4703181004,23.124956958,1.3660528483,,,2.8920802455,88123
2NDFL,elementary,,26513,0,0,,,23.32118422,1.4389924396,,,3.1759787409,88150
2NDFL,elementary,,13827,0,0,0,1.6341845878,24.347945205,5.163006213,2,2,4.0876712329,88157
OTHER,elementary,Corporate,26443,0,1,,,24.481098885,0.2980387754,,,4.4045961524,88158
OTHER,advanced,Corporate,24605,0,1,0,0.6915098566,23.808743169,3.9043715847,0,0,3.7103825137,88161
2NDFL,high,,38199,0,0,0,6.9536738351,23.717808219,2.3753424658,1,1,2.6136986301,88185
OTHER,elementary,Corporate,19006,0,1,,,24.526012426,1.5863013699,,,3.6054794521,88201
2NDFL,high,,26053,0,0,0,,24.653005464,0.631147541,2,2,4.5409836066,88202
2NDFL,advanced,,12159,0,0,,,24.290410959,3.6876712329,,,2.8712328767,88267
2NDFL,elementary,,37410,0,0,,,23.345205479,0.7826484018,,,2.9205479452,88269
2NDFL,elementary,,32390,0,0,0,,23.734246575,1.7095890411,0,0,3.6383561644,88276
2NDFL,elementary,,25777,0,0,,,24.232307807,1.3863013699,,,4.1093569878,88288
OTHER,elementary,Corporate,31438,0,1,,,23.734246575,0.2767123288,,,3.6657534247,88316
2NDFL,advanced,,29062,0,0,0,18.27921147,24.584699454,5.3321431245,2,2,3.1978965491,88324
2NDFL,elementary,,21174,0,0,0,,24.180821918,2.1260273973,0,0,4.1589041096,88327
OTHER,high,,18009,0,0,0,0.727374552,23.009349502,1.1518152556,0,0,2.9792125159,88380
OTHER,high,Corporate,39204,0,1,,,23.273972603,1.9534246575,,,3.0109589041,88389
2NDFL,elementary,,22414,0,0,,,24.90253013,0.5336776705,,,3.8136986301,88398
OTHER,high,Corporate,22849,0,1,1,1.4972894265,24.030136986,1.3589041096,0,0,3.8438356164,88416
2NDFL,elementary,,,0,1,,,23.569863014,0.5557601617,,,3.5342465753,88423
OTHER,elementary,Corporate,23582,0,1,,,24.532786885,2.8775058013,,,4.5,88424
2NDFL,advanced,,25293,0,0,1,0.4680331541,24.136612022,1.694445692,0,0,3.1136237742,88435
OTHER,advanced,Corporate,22230,0,1,1,1.0756048387,23.923497268,4.0191256831,0,0,3.825136612,88443
2NDFL,advanced,,43603,0,0,0,20.532997312,24.183561644,2.9369863014,0,0,4.0876712329,88445
OTHER,advanced,Corporate,15696,0,1,0,1344.5986783,23.795081967,0.5423235272,0,0,3.6530054645,88456
OTHER,high,Corporate,28089,0,1,0,0.4062051971,23.786885246,4.3387978142,0,0,2.4992664122,88461
OTHER,elementary,Corporate,19054,0,1,0,1.0489471326,24.951343663,2.7643835616,0,0,4.3475185268,88473
OTHER,elementary,Corporate,15480,0,1,,,23.479452055,0.7302118422,,,3.3369863014,88477
OTHER,advanced,,17564,0,0,,,24.819971555,0.7788756643,,,1.9158619657,88482
OTHER,advanced,Corporate,9909,0,1,,,24.237704918,2.587431694,,,4.2049180328,88487
OTHER,advanced,Corporate,16637,0,1,0,,23.545205479,0.2924245827,0,1,3.5068493151,88491
2NDFL,elementary,,29979,0,0,0,,23.55890411,5.1917808219,1,1,3.5232876712,88512
OTHER,elementary,Corporate,17043,0,1,,,23.183561644,0.4815180777,,,2.6410958904,88519
OTHER,elementary,,337163,0,0,0,10.564605735,24.194221124,0.6750954413,0,0,4.1614342391,88547
2NDFL,elementary,,56429,0,0,0,7,24.18630137,5.7397260274,1,1,4.1808219178,88554
2NDFL,elementary,,16880,0,0,,,23.230136986,1.4559323303,,,0.9805224942,88562
OTHER,advanced,Corporate,23640,0,1,1,0.9545698925,24.773748035,0.3557152481,1,1,4.7081742645,88581
OTHER,elementary,Corporate,18359,0,1,,,24.153424658,0.3230556179,,,3.5698630137,88591
2NDFL,advanced,,20544,0,0,0,,24.25136612,5.4126207051,0,0,3.5245901639,88620
2NDFL,high,,23995,0,0,1,1.9545026882,23.739726027,0.9925069242,0,0,2.8630136986,88623
OTHER,elementary,,31700,0,0,1,1.8941308244,24.617486339,0.8333333333,0,0,2.961801033,88625
2NDFL,high,,27291,0,0,,,23.408219178,0.9463807171,,,3.304109589,88633
OTHER,beginner,Corporate,50000,0,0,,,23.608219178,0.304109589,,,3.5397260274,88637
OTHER,elementary,Corporate,32000,0,1,,,23.10247773,1.762751703,,,3.0805599221,88651
2NDFL,elementary,,40167,0,0,0,15.946348566,23.016438356,0.5223894004,0,0,2.9753424658,88663
2NDFL,elementary,,57494,0,0,,,24.46005689,1.4054794521,,,4.3479452055,88665
OTHER,elementary,,34500,0,0,1,1.0883064516,24.387978142,1.1269780672,0,0,4.3360655738,88669
OTHER,advanced,Corporate,17752,0,1,1,0.6322580645,23.261396811,4.5901639344,0,0,3.2038625646,88690
2NDFL,advanced,,35716,0,0,3,0.3683915771,24.642076503,5.6913541433,1,1,4.6120218579,88692
2NDFL,advanced,,35716,0,0,3,0.3683915771,24.642076503,5.6913541433,1,1,4.6120218579,88693
2NDFL,advanced,,35716,0,0,3,0.3683915771,24.642076503,5.6913541433,1,1,4.6120218579,88694
2NDFL,advanced,,35716,0,0,3,0.3683915771,24.642076503,5.6913541433,1,1,4.6120218579,88695
OTHER,elementary,Corporate,18626,0,1,1,0.2137320789,24.993068343,4.0327868852,0,0,0.193989071,88716
OTHER,elementary,Corporate,18626,0,1,1,0.2137320789,24.993068343,4.0327868852,0,0,0.193989071,88717
OTHER,elementary,Corporate,21662,0,1,,,24.103825137,1.3777378546,,,4.0491803279,88719
2NDFL,elementary,,25450,0,0,,,24.95751179,5.4684931507,,,4.9055992215,88728
2NDFL,elementary,,25991,0,0,,,23.81369863,1.0530279213,,,3.5726027397,88793
2NDFL,advanced,Corporate,14388,0,1,0,7.375672043,24.882588517,0.363462834,0,0,4.1503480799,88798
2NDFL,advanced,,29125,0,0,,,23.014821469,1.1545474961,,,2.4422187289,88868
2NDFL,high,,38247,0,0,1,1.7276657706,24.106557377,0.6257654016,0,0,3.8224043716,88877
2NDFL,elementary,,15023,0,0,,,24.960842877,4.1726027397,,,4.8624822217,88888
OTHER,elementary,,20192,0,0,,,23.767123288,0.9764503331,,,3.501369863,88890
2NDFL,advanced,,45260,0,0,,,24.883134965,2.8968335953,,,3.9398907104,88903
OTHER,advanced,Corporate,17387,0,1,0,7.5919802867,24.380821918,5.698630137,1,1,4.2547945205,88922
OTHER,advanced,Corporate,16439,0,1,0,0.2816756272,23.508196721,3.3770491803,1,1,3.3907103825,88934
2NDFL,advanced,,19536,0,0,0,1361.7971102,23.210958904,1.1188038027,1,1,2.397260274,88948
2NDFL,advanced,,19161,0,0,1,0.7587141577,24.628684782,2.1136162886,0,0,4.1885245902,88964
2NDFL,beginner,,30472,0,0,,,24.951628116,1.6191780822,,,4.8860543454,88976
OTHER,high,Corporate,50826,0,1,1,0.4947804659,24.639441575,0.5110262744,0,0,4.4782393892,88984
OTHER,high,Corporate,50826,0,1,1,0.4947804659,24.639441575,0.5110262744,0,0,4.4782393892,88985
OTHER,high,Corporate,50826,0,1,1,0.4947804659,24.639441575,0.5110262744,0,0,4.4782393892,88986
2NDFL,beginner,,53183,0,0,1,0.6238799283,24.5223894,1.5287671233,0,0,4.0630136986,88989
2NDFL,beginner,,53183,0,0,1,0.6238799283,24.5223894,1.5287671233,0,0,4.0630136986,88990
OTHER,advanced,Corporate,28037,0,1,0,0.3459453405,23.144464406,2.6047383786,0,0,3.045834269,88994
2NDFL,advanced,,23897,0,0,1,0.7919354839,24.334081892,1.3888764129,0,0,4.3203832622,89005
2NDFL,advanced,,22908,0,0,2,0.8595878136,24.453551913,3.3208548544,0,0,3.2249644434,89060
2NDFL,advanced,,22908,0,0,2,0.8595878136,24.453551913,3.3208548544,0,0,3.2249644434,89061
2NDFL,advanced,,22908,0,0,2,0.8595878136,24.453551913,3.3208548544,0,0,3.2249644434,89062
2NDFL,elementary,,34887,0,0,0,0.7872087814,23.572752452,2.5782319036,0,0,3.5261771091,89071
OTHER,advanced,Corporate,17400,0,1,0,13.434498208,23.00729845,4.3360655738,0,0,2.9497642039,89072
2NDFL,elementary,,48979,0,0,1,0.9774641577,24.424305712,1.1729395913,1,1,4.3751253836,89080
OTHER,advanced,Corporate,18542,0,1,0,,24.191256831,0.6315966764,2,2,4.0983606557,89082
2NDFL,elementary,,26100,0,0,0,0.6949820789,23.494438206,0.4316939891,1,1,3.4944382065,89091
OTHER,elementary,Corporate,25000,0,1,,,23.110217831,4.6530054645,,,3.0225465978,89094
OTHER,advanced,Corporate,21293,0,1,,,23.841530055,0.4243057115,,,3.281420765,89096
2NDFL,advanced,,17023,0,0,0,,23.331506849,3.0904109589,0,0,1.1234822966,89105
2NDFL,high,,35957,0,0,,,24.02739726,2.602739726,,,3.9671232877,89115
2NDFL,elementary,,39464,0,0,0,,24.462849016,1.1039449061,1,1,4.4053147691,89132
2NDFL,elementary,,11222,0,0,,,24.623991317,1.3808219178,,,2.8739726027,89141
OTHER,elementary,,25000,0,0,,,23.180821918,2.3260273973,,,2.9452054795,89163
OTHER,elementary,Corporate,59542,0,1,1,0.6946684588,24.12568306,1.0156972827,0,0,4.0382513661,89174
2NDFL,elementary,,45308,0,0,1,0.7002688172,23.40062879,2.0609027622,1,2,2.3321356389,89191
OTHER,high,Corporate,42856,0,1,,,24.970866083,6.3095890411,,,4.8041994161,89204
2NDFL,advanced,,26497,0,0,1,0.8517249104,24.75542331,3.6366120219,4,5,4.6896698855,89211
OTHER,advanced,Corporate,25821,0,1,1,0.7906586022,24.74325174,2.7158544801,0,0,3.7896174863,89212
OTHER,advanced,,15531,0,1,0,-0.042540323,24.408219178,1.031731417,1,1,4.1123287671,89230
OTHER,high,Corporate,11076,0,1,,,23.118115128,0.4836065574,,,3.0441425256,89260
OTHER,elementary,,49000,0,0,,,23.557377049,1.243094543,,,3.4016393443,89302
OTHER,elementary,,21000,0,0,0,0.5623879928,23.557377049,0.5554233101,0,1,3.5027322404,89312
2NDFL,elementary,,20144,0,0,,,23.071232877,0.9136088031,,,3.0410958904,89339
2NDFL,elementary,,20388,0,0,1,0.3443100358,24.309589041,1.4475784116,1,1,3.9917808219,89376
OTHER,elementary,,47850,0,0,1,2.6995071685,24.341545026,0.2759562842,0,0,4.2131147541,89383
2NDFL,advanced,,30011,0,0,,,24.523093046,4.0465753425,,,4.3561643836,89401
OTHER,advanced,,25000,0,0,0,3.5306227599,24.136986301,1.8191780822,1,1,1.8767123288,89410
OTHER,advanced,,25000,0,0,0,3.5306227599,24.136986301,1.8191780822,1,1,1.8767123288,89411
2NDFL,advanced,,24039,0,0,,,24.046448087,3.2497791751,,,3.849726776,89412
2NDFL,elementary,,11631,0,0,0,,24.637143499,2.0931506849,0,0,3.4328767123,89436
OTHER,elementary,Corporate,21551,0,1,0,,24.585949547,1.3311550266,0,0,4.5119769444,89442
2NDFL,elementary,,20083,0,0,,,24.098630137,0.7686802904,,,4.0684931507,89452
OTHER,elementary,Corporate,22976,0,1,,,23.013848342,1.6987798488,,,2.9782319036,89454
OTHER,elementary,,25012,0,0,,,23.575342466,0.5776255708,,,3.5342465753,89463
2NDFL,elementary,,25470,0,0,,,24.757107568,0.8995733214,,,4.7050527734,89479
OTHER,advanced,Corporate,23577,0,1,0,,24.540983607,0.6092896175,0,0,4.3715846995,89481
2NDFL,elementary,,22079,0,0,1,0.8610439068,23.572909649,0.3661202186,0,0,3.5016767722,89482
OTHER,elementary,Corporate,43933,0,1,0,0.5365815412,24.092896175,5.9453551913,0,0,4.0573770492,89492
2NDFL,elementary,,33060,0,0,,,23.52923123,0.5819672131,,,3.2963545176,89508
2NDFL,high,,12991,0,0,,,24.155992215,0.6464031739,,,3.9808743169,89515
2NDFL,elementary,,18003,0,0,,,23.923497268,4.0163934426,,,2.028497642,89559
OTHER,elementary,Corporate,26649,0,1,2,0.7634408602,23.117957931,0.5300546448,0,0,1.5864510817,89566
OTHER,elementary,Corporate,38678,0,1,2,0.6256048387,23.087671233,2.7616438356,0,0,3.0602739726,89581
OTHER,elementary,,30000,0,0,,,24.019178082,0.9066172618,,,3.9178082192,89584
2NDFL,advanced,,21723,0,0,1,1.1737903226,24.625787858,2.7917808219,0,0,4.5766075305,89593
OTHER,advanced,Corporate,24413,0,1,1,1.3089829749,24.459690097,0.8843476308,0,0,4.303525713,89600
OTHER,elementary,Corporate,38801,0,1,,,23.975409836,0.3579234973,,,3.9152107194,89612
OTHER,advanced,,20000,0,0,,,24.862661876,0.8654016019,,,0.0819672131,89617
OTHER,high,Corporate,14638,0,1,,,23.838797814,0.4820196122,,,3.7759562842,89618
2NDFL,elementary,,,0,0,,,22.9974025,0.2759562842,,,2.874114829,89632
2NDFL,elementary,,25268,0,0,,,24.979534396,0.4234972678,,,2.4754248072,89649
2NDFL,advanced,,63945,0,0,1,0.9556899642,23.276712329,0.3662250168,0,0,3.1178082192,89686
OTHER,elementary,Corporate,30799,0,1,,,24.320188637,1.6516954862,,,1.4215584999,89691
OTHER,elementary,Corporate,28009,0,1,,,24.770746313,0.8445168052,,,1.9726027397,89700
2NDFL,elementary,,77578,0,0,1,0.469422043,24.273224044,2.1403473314,0,0,4.1229508197,89709
2NDFL,elementary,,77578,0,0,1,0.469422043,24.273224044,2.1403473314,0,0,4.1229508197,89710
OTHER,advanced,Corporate,19436,0,1,0,,23.512328767,0.8472565312,0,1,3.1561643836,89713
OTHER,advanced,,23887,0,0,0,27.759117384,24.300546448,5.2446141178,0,0,4.2759562842,89721
OTHER,advanced,,9000,0,0,0,11.175,23.731506849,1.2821917808,0,0,3.6767123288,89723
2NDFL,elementary,,34328,0,0,0,14.923678315,23.789340519,0.8005464481,0,0,3.6989295606,89748
2NDFL,elementary,Corporate,19384,0,1,0,1.6972670251,24.178082192,1.4328767123,0,0,4.0794520548,89772
2NDFL,advanced,,26164,0,0,,,24.768807545,5.4794520548,,,4.7332884198,89797
2NDFL,high,,41253,0,0,0,,24.948566509,3.7293884273,1,1,0.2896174863,89807
OTHER,elementary,Corporate,31782,0,1,,,24.759682611,1.3542031589,,,4.7268058986,89821
OTHER,elementary,Corporate,32008,0,1,,,23.93989071,1.2687925743,,,0.5,89832
2NDFL,elementary,,15023,0,0,,,24.963582603,4.1753424658,,,4.8652219478,89854
2NDFL,advanced,,11173,0,0,0,,23.356463807,5.8907103825,0,0,3.2468747661,89876
OTHER,elementary,Corporate,30115,0,1,,,24.240699154,0.4784040722,,,0.5193876787,89896
2NDFL,elementary,,39810,0,0,1,0.9256944444,24.271232877,1.7205479452,1,1,4.2219178082,89897
OTHER,advanced,Corporate,19363,0,1,,,23.216438356,0.6428849465,,,0.3505352197,89918
2NDFL,elementary,,23664,0,0,,,24.81826484,2.9452054795,,,3.9260273973,89919
2NDFL,elementary,,25929,0,0,1,0.7336469534,24.883838611,1.7315068493,2,2,4.4356164384,89922
2NDFL,elementary,,22275,0,0,,,24.881256082,0.4922149862,,,4.5113930683,89923
2NDFL,elementary,,17414,0,0,,,24.547945205,0.695890411,,,4.4904109589,89934
2NDFL,elementary,,21283,0,0,0,,23.073972603,2.295890411,,,3.0164383562,89939
OTHER,elementary,,48088,0,0,1,1.2753360215,24.341530055,1.8001422262,0,0,1.2247997605,89940
2NDFL,elementary,,23951,0,0,1,0.4397177419,24.295890411,2.6712328767,1,1,4.2547945205,89951
OTHER,elementary,Corporate,30627,0,1,0,1.0766801075,23.267011004,0.8752301819,0,0,3.2176959353,89957
OTHER,high,Corporate,25838,0,1,1,1.311155914,23.800546448,2.860101804,0,0,3.5792349727,89967
OTHER,advanced,,18000,0,0,,,24.847930234,0.3971105622,,,4.7714275021,89986
OTHER,elementary,Corporate,20093,0,1,,,24.399011902,0.2705966015,,,4.2897222846,90001
OTHER,advanced,Corporate,16370,0,1,0,0.5330869176,24.803353544,0.5054644809,0,0,4.7021857923,90006
2NDFL,advanced,,25845,0,0,,,23.174047459,0.8617186915,,,3.1274721162,90048
2NDFL,elementary,,36305,0,0,0,3.1121191756,23.438356164,1.1315068493,2,3,3.3534246575,90054
OTHER,elementary,,18127,0,0,0,12.63046595,24.095628415,0.3989071038,0,0,3.7349726776,90096
2NDFL,elementary,,24226,0,0,1,1.3734094982,24.393442623,1.6057788757,,,0.3852459016,90100
2NDFL,beginner,,15023,0,0,,,24.96632233,4.1780821918,,,4.8679616738,90112
OTHER,high,Corporate,23549,0,0,1,-0.172379032,24.02739726,0.8627591886,1,1,3.8082191781,90130
2NDFL,advanced,,13715,0,0,,,23.014477132,1.8555730219,,,2.9158469945,90183
OTHER,advanced,Corporate,15853,0,1,,,23.460273973,1.5945205479,,,3.4246575342,90211
2NDFL,advanced,,21004,0,0,0,,24.538984954,0.4351598174,1,1,4.2356164384,90217
OTHER,advanced,Corporate,27899,0,1,1,0.595094086,23.890710383,0.7513661202,0,0,3.2662025601,90226
2NDFL,advanced,,31300,0,0,,,23.557377049,1.2518751404,,,3.4508196721,90235
2NDFL,beginner,,30562,0,0,1,1.4626120072,23.044606632,0.9980312898,2,2,2.8035107418,90287
OTHER,elementary,,20000,0,0,,,24.710644509,0.896436859,,,4.5412456022,90319
2NDFL,elementary,,25615,0,0,0,1.6689516129,24.740699154,1.3917808219,1,1,4.7079122689,90322
2NDFL,advanced,,16834,0,0,,,23.409836066,2.0131072685,,,3.2540983607,90332
OTHER,elementary,Corporate,32346,0,1,0,14.079861111,24.21369863,0.4876712329,0,0,4.0410958904,90341
OTHER,advanced,Corporate,27025,0,1,0,5.6324596774,23.018586721,2.4679017891,0,0,2.9829702822,90342
OTHER,elementary,,25000,0,0,,,23.479452055,2.3753424658,,,3.4630136986,90347
OTHER,elementary,Corporate,40000,0,0,1,1.1437948029,24.724058687,1.3651545774,0,0,4.6693989071,90359
OTHER,elementary,Corporate,14007,0,1,,,23.710382514,0.5440976121,,,3.6202185792,90387
2NDFL,elementary,,39150,0,0,,,23.049315068,0.6240736582,,,2.9397260274,90431
2NDFL,elementary,,24360,0,0,,,24.703316116,1.9178082192,,,3.498630137,90450
2NDFL,elementary,Corporate,26734,0,0,0,1.3462365591,24.432876712,0.4767123288,1,1,4.2849315068,90453
2NDFL,elementary,,22011,0,0,0,0.4433915771,24.167123288,1.3051126581,1,1,3.8493150685,90455
2NDFL,high,,18544,0,0,1,1.2766801075,24.907141253,6.3126207051,0,0,4.7978142077,90467
2NDFL,elementary,,36018,0,0,0,12.917517921,24.131506849,1.0566359757,2,2,4.0821917808,90486
2NDFL,elementary,,26856,0,0,,,24.818377124,1.3129126432,,,4.7227487087,90500
OTHER,elementary,Corporate,26835,0,1,0,3.1750448029,24.781420765,2.3699902687,0,0,4.7213114754,90503
OTHER,elementary,Corporate,26835,0,1,0,3.1750448029,24.781420765,2.3699902687,0,0,4.7213114754,90504
OTHER,high,Corporate,18431,0,1,,,24.342203758,0.2109589041,,,4.1698630137,90510
OTHER,elementary,Corporate,10380,0,1,0,2.4017921147,24.87216109,1.5762706789,0,0,4.7872295831,90516
2NDFL,advanced,,19518,0,0,0,,23.576113482,1.2281682761,0,0,3.5322778651,90535
OTHER,elementary,Corporate,36100,0,1,,,23.466359757,0.4808743169,,,3.417044689,90550
2NDFL,advanced,,13030,0,0,,,23,0.503982334,,,2.8821917808,90566
OTHER,elementary,Corporate,24527,0,1,,,23.063013699,1.8876712329,,,2.9095890411,90569
OTHER,elementary,Corporate,19473,0,1,2,1,24.883763755,0.5750205854,1,1,4.8045287821,90603
OTHER,elementary,Corporate,42946,0,1,,,24.057534247,0.6349277641,,,3.9698630137,90606
2NDFL,advanced,,17443,0,0,2,0.2736335125,24.653005464,2.6744217382,0,1,3.9016393443,90614
OTHER,elementary,,33017,0,0,,,23.336986301,0.9952092222,,,1.5780821918,90619
2NDFL,high,,69600,0,0,,,23.315068493,1.7917808219,,,1.9506849315,90626
OTHER,elementary,Corporate,40858,0,1,1,1.1809139785,23.309880979,1.2276891983,0,0,0.3743169399,90663
OTHER,elementary,Corporate,14475,0,1,,,23.296339546,0.9237368066,,,3.2251066697,90664
OTHER,advanced,Corporate,15881,0,1,,,24.336065574,1.3401751628,,,4.0163934426,90681
OTHER,advanced,Corporate,26880,0,1,1,0.3086469534,23.467213115,1.4158469945,0,0,3.3879781421,90686
OTHER,elementary,Corporate,87503,0,1,0,8.1178315412,24.528011079,5.6951343663,0,0,4.1612021858,90726
OTHER,high,,90000,0,0,2,0.240031362,24.374998129,3.0547945205,1,2,4.3312822816,90734
OTHER,high,Corporate,15470,0,1,,,23.194520548,1.695890411,,,3.0876712329,90737
2NDFL,advanced,,17400,0,0,,,24.092896175,1.1336477281,,,3.6612021858,90773
OTHER,advanced,Corporate,21309,0,1,,,23.605479452,0.3178082192,,,3.4821917808,90784
OTHER,elementary,Corporate,19110,0,0,1,-1.31171595,23.731506849,0.4684931507,1,2,2.7287671233,90794
2NDFL,elementary,,31689,0,0,0,44.245990143,24.523287671,1.8136986301,0,0,0.8788906355,90800
OTHER,elementary,,25000,0,0,0,,23.915300546,0.5992439554,0,0,3.7213114754,90804
2NDFL,elementary,,53451,0,0,,,23.819672131,0.6235496669,,,3.7650273224,90834
2NDFL,elementary,,25645,0,0,1,0,23.936986301,3.6191780822,0,0,3.898630137,90840
2NDFL,advanced,,24843,0,0,0,,24.082191781,0.8286024403,1,1,4.0164383562,90891
2NDFL,elementary,,30015,0,0,0,3.5620295699,23.145332734,0.9153005464,0,0,3.0740998578,90924
OTHER,elementary,Corporate,18470,0,1,,,24.282004641,0.5450183397,,,4.1943334082,90941
2NDFL,high,,44452,0,0,1,0.6622759857,23.991803279,1.7069765701,0,1,3.9234149263,90947
OTHER,elementary,Corporate,32555,0,1,,,23.003660454,0.9159892208,,,1.8009207276,90950
OTHER,elementary,Corporate,15636,0,1,,,23.635616438,0.8863762258,,,3.4931506849,90955
OTHER,elementary,Corporate,18073,0,1,,,23.101811513,1.5100306909,,,2.9785238416,90964
OTHER,advanced,Corporate,22764,0,1,,,23.191780822,0.5148064975,,,3.104109589,90970
OTHER,advanced,Corporate,98922,0,1,1,1.2807123656,24.765805824,3.0671756868,0,0,4.686353769,90983
OTHER,high,,20000,0,0,1,0.8928987455,24.880193128,1.9917808219,0,0,4.803690396,90997
OTHER,high,Corporate,18457,0,1,1,1.1404345878,24.557377049,0.4972677596,0,0,4.4918032787,90999
OTHER,high,Corporate,45021,0,1,1,0.5686603943,24.213114754,0.9101953739,0,0,4.2049180328,91002
OTHER,advanced,Corporate,19278,0,1,1,0.6004032258,23.191780822,1.5178082192,0,0,2.695890411,91014
OTHER,elementary,Corporate,47119,0,1,2,1.2476926523,23.567123288,1.4575342466,0,0,0.6315592484,91023
2NDFL,elementary,,24360,0,0,,,23.093150685,1.501369863,,,2.6383561644,91025
OTHER,elementary,Corporate,33188,0,1,,,23.246575342,1.4470544202,,,3.1479452055,91033
OTHER,advanced,Corporate,13747,0,1,,,24.435571525,1.4191780822,,,0.861801033,91035
2NDFL,elementary,,24047,0,0,,,23.904109589,1.5220226065,,,3.8164383562,91042
2NDFL,high,,33860,0,0,,,24.019125683,2.1468298525,,,3.4863387978,91044
2NDFL,elementary,,30443,0,0,0,1355.4355511,24.330601093,0.6612021858,0,0,4.262295082,91049
2NDFL,elementary,,25676,0,0,1,0.7263888889,23.728767123,1.295890411,0,0,3.7178082192,91058
OTHER,elementary,Corporate,41981,0,0,1,-0.331451613,24.660273973,0.4,1,1,4.5780821918,91064
2NDFL,elementary,,18277,0,0,,,23.51889363,0.6038251366,,,2.9353319859,91071
2NDFL,elementary,,37555,0,0,0,-0.118727599,24.709589041,2.1671232877,2,2,4.6246575342,91072
OTHER,elementary,Corporate,44907,0,1,2,0.2719086022,24.88827008,1.6526536417,0,0,4.650273224,91089
OTHER,elementary,Corporate,44907,0,1,2,0.2719086022,24.88827008,1.6526536417,0,0,4.650273224,91090
2NDFL,advanced,,17633,0,0,,,24.06010929,0.4781420765,,,3.7482146867,91091
OTHER,advanced,Corporate,20533,0,1,,,23.745901639,4.0382513661,,,0.4818100157,91101
OTHER,elementary,,25330,0,0,0,4.7002912186,24.814304963,0.6147540984,0,0,4.6202185792,91119
OTHER,advanced,Corporate,17742,0,1,,,23.584003294,0.2459016393,,,3.520989595,91124
2NDFL,elementary,,,0,1,0,0.7306899642,24.431693989,0.737704918,0,0,4.349726776,91138
OTHER,high,Corporate,19321,0,1,1,0.4736111111,23.589041096,0.2328767123,1,1,2.8493150685,91146
2NDFL,elementary,,25787,0,0,0,0.8202956989,24.278688525,0.9893105771,0,0,4.2486338798,91154
2NDFL,elementary,,15950,0,0,,,24.367123288,1.3152631185,,,4.2684931507,91188
2NDFL,advanced,,36503,0,0,0,6.7290770609,24.412568306,3.617044689,0,0,4.262295082,91199
2NDFL,elementary,,20271,0,0,0,,24.801624373,0.692035332,0,0,4.7605284827,91204
2NDFL,elementary,,25620,0,0,,,24.257534247,9.2935998203,,,4.0356164384,91210
OTHER,elementary,Corporate,25000,0,1,0,0.6321908602,24.43442623,1.8990717868,0,0,4.3743169399,91213
2NDFL,elementary,,32081,0,0,,,23.010958904,2.4712328767,,,2.9534246575,91226
2NDFL,advanced,,53642,0,0,,,23.967213115,3.1263118497,,,3.3427502059,91231
OTHER,elementary,,24131,0,0,,,24.784153005,0.9867205629,,,4.1612021858,91243
OTHER,elementary,Corporate,40036,0,1,0,2.6952508961,24.907448162,2.5211467924,0,0,4.6639344262,91247
OTHER,advanced,,9809,0,0,1,0.4725358423,24,1.5082715772,0,0,3.9180327869,91273
2NDFL,advanced,,52788,0,0,0,12.051120072,23.143543678,0.7736806647,1,1,3.0366943634,91288
OTHER,advanced,Corporate,61148,0,0,,,23.153424658,2.5150684932,,,3.1068493151,91299
OTHER,advanced,Corporate,14631,0,1,,,23.087671233,0.1945205479,,,3.0438356164,91309
